pago_id,metodo_pago,total,descuento,copago,fecha_pago,estado_pago
5623,Seguro,746.45,0.13,71.96,2024-08-27,Pendiente
5624,Efectivo,204.15,172.72,67.23,2024-12-27,Pagado
5625,Tarjeta,1478.44,118.11,94.86,2023-09-05,Anulado
5626,Seguro,1052.84,91.34,67.65,2024-10-27,Pendiente
5627,Tarjeta,183.39,294.73,77.77,2025-02-22,Pagado
5628,Seguro,312.88,121.92,43.96,2024-08-19,Anulado
5629,Seguro,151.5,270.61,79.55,2023-11-05,Anulado
5630,Seguro,351.06,160.24,24.18,2024-08-03,Pagado
5631,Tarjeta,1129.12,123.02,30.3,2023-08-09,Anulado
5632,Seguro,489.58,183.01,40.24,2025-01-15,Pendiente
5633,Transferencia,872.18,135.75,77.77,2023-10-08,Pagado
5634,Seguro,480.57,289.13,80.29,2024-02-04,Pendiente
5635,Transferencia,466.53,39.59,65.28,2023-11-05,Pendiente
5636,Tarjeta,120.18,162.26,3.14,2024-11-29,Pagado
5637,Tarjeta,1302.85,184.72,89.67,2025-02-28,Anulado
5638,Tarjeta,822.32,275.14,78.99,2024-12-03,Anulado
5639,Tarjeta,1243.09,106.61,85.85,2023-05-23,Pendiente
5640,Efectivo,468.81,106.47,52.46,2024-12-19,Anulado
5641,Seguro,918.07,11.5,7.96,2024-12-07,Pagado
5642,Tarjeta,322.81,235.69,31.61,2025-03-13,Pendiente
5643,Efectivo,1426.91,267.7,12.28,2024-08-08,Pendiente
5644,Seguro,524.23,206.85,69.52,2024-05-16,Pagado
5645,Seguro,663.57,125.17,84.56,2025-03-17,Anulado
5646,Tarjeta,746.54,244.25,72.82,2024-05-31,Anulado
5647,Tarjeta,1216.28,67.86,82.9,2023-11-15,Pendiente
5648,Transferencia,1361.53,5.98,55.14,2023-06-11,Pendiente
5649,Transferencia,699.23,288.95,8.4,2023-10-27,Anulado
5650,Tarjeta,1332.14,252.37,91.39,2024-12-03,Pendiente
5651,Efectivo,1110.47,84.4,1.39,2023-10-07,Pagado
5652,Transferencia,141.34,195.18,87.82,2023-09-23,Pendiente
5653,Tarjeta,1019.13,191.53,36.86,2023-06-22,Pagado
5654,Tarjeta,420.67,299.75,36.95,2024-04-19,Pendiente
5655,Transferencia,672.76,19.06,81.82,2024-03-03,Pagado
5656,Tarjeta,1153.22,162.49,73.74,2024-06-20,Pendiente
5657,Seguro,1029.36,130.68,30.27,2024-06-18,Pagado
5658,Efectivo,1315.4,283.03,75.37,2024-02-01,Anulado
5659,Tarjeta,1072.77,153.04,60.16,2024-09-26,Pendiente
5660,Tarjeta,1249.66,294.62,33.97,2023-08-15,Anulado
5661,Transferencia,1247.05,102.86,71.51,2024-03-27,Pendiente
5662,Tarjeta,1252.63,159.88,86.35,2024-11-07,Anulado
5663,Efectivo,769.93,296.92,8.47,2023-07-22,Pagado
5664,Transferencia,1454.81,136.39,33.31,2024-02-14,Pagado
5665,Tarjeta,1121.51,77.19,4.34,2024-01-26,Anulado
5666,Transferencia,946.73,150.9,73.52,2023-10-09,Pagado
5667,Transferencia,1063.26,160.7,96.87,2024-11-07,Anulado
5668,Transferencia,125.1,103.73,93.38,2023-12-02,Pendiente
5669,Seguro,1083.0,23.42,5.95,2024-05-21,Anulado
5670,Efectivo,1009.71,193.4,10.86,2024-02-26,Anulado
5671,Transferencia,1168.38,136.3,63.92,2024-07-18,Pagado
5672,Transferencia,395.68,0.32,11.88,2025-04-26,Anulado
5673,Transferencia,598.95,68.37,76.38,2023-12-17,Pendiente
5674,Transferencia,1343.45,227.53,54.7,2023-08-11,Anulado
5675,Transferencia,418.55,5.06,58.45,2024-05-21,Pagado
5676,Tarjeta,205.83,106.48,92.49,2023-09-08,Pendiente
5677,Seguro,402.26,264.15,34.23,2025-05-02,Pagado
5678,Efectivo,1281.24,71.97,27.16,2024-01-19,Anulado
5679,Tarjeta,1421.11,223.8,15.91,2023-12-22,Pendiente
5680,Tarjeta,86.41,99.25,36.43,2025-01-03,Anulado
5681,Transferencia,1074.95,281.8,72.48,2023-12-10,Pendiente
5682,Tarjeta,1337.76,90.46,49.78,2023-12-16,Pendiente
5683,Transferencia,1113.19,132.77,69.14,2023-11-15,Pagado
5684,Tarjeta,923.43,231.86,20.75,2025-04-13,Pagado
5685,Transferencia,165.2,161.85,50.85,2023-06-30,Pendiente
5686,Seguro,819.59,56.04,88.07,2025-05-07,Pagado
5687,Transferencia,749.33,217.81,83.04,2023-07-03,Pagado
5688,Seguro,801.73,3.64,85.39,2024-10-16,Anulado
5689,Seguro,1229.75,189.35,58.85,2023-12-02,Anulado
5690,Transferencia,636.11,238.04,69.18,2024-09-09,Pagado
5691,Seguro,1142.84,102.44,41.96,2023-09-23,Anulado
5692,Transferencia,1034.43,113.16,46.78,2024-06-12,Pagado
5693,Tarjeta,698.89,281.79,80.72,2024-06-08,Anulado
5694,Seguro,567.19,135.6,32.82,2024-05-25,Anulado
5695,Efectivo,1013.57,10.37,34.14,2023-11-30,Anulado
5696,Tarjeta,116.19,120.12,89.42,2024-05-14,Pagado
5697,Seguro,1472.26,62.45,2.09,2024-12-14,Pendiente
5698,Transferencia,1383.41,75.42,99.56,2024-05-13,Pagado
5699,Tarjeta,110.08,89.36,79.44,2024-10-19,Pendiente
5700,Efectivo,1039.0,70.66,10.12,2024-03-22,Pendiente
5701,Efectivo,1367.94,195.82,74.9,2024-09-27,Pagado
5702,Efectivo,147.97,17.38,19.59,2025-01-08,Pendiente
5703,Seguro,1369.18,183.13,97.04,2023-11-15,Pagado
5704,Seguro,946.66,189.06,92.78,2023-09-28,Pendiente
5705,Efectivo,1469.26,232.99,39.23,2025-04-07,Anulado
5706,Seguro,448.15,19.88,2.92,2024-04-08,Anulado
5707,Tarjeta,552.52,132.89,42.03,2024-07-17,Pagado
5708,Efectivo,838.38,31.92,68.47,2024-08-06,Pagado
5709,Efectivo,994.56,22.57,38.63,2025-05-03,Anulado
5710,Tarjeta,308.79,99.16,98.92,2024-08-29,Pagado
5711,Efectivo,1266.73,147.69,6.95,2024-09-27,Anulado
5712,Seguro,1320.61,213.4,26.78,2023-07-26,Pagado
5713,Seguro,85.09,89.03,55.62,2024-01-25,Anulado
5714,Tarjeta,189.81,147.22,21.23,2024-01-11,Pendiente
5715,Seguro,1263.33,75.64,28.08,2023-05-20,Pagado
5716,Efectivo,602.13,237.22,6.13,2024-10-09,Pendiente
5717,Tarjeta,762.59,135.94,53.16,2023-10-23,Anulado
5718,Tarjeta,154.98,36.67,11.79,2024-01-11,Pagado
5719,Seguro,283.36,182.42,50.38,2023-08-21,Pendiente
5720,Seguro,949.95,283.21,53.31,2023-11-01,Pagado
5721,Efectivo,1000.19,136.83,73.48,2023-08-09,Pendiente
5722,Transferencia,724.18,260.97,42.86,2024-08-15,Pendiente
5723,Transferencia,709.09,109.4,59.26,2025-02-20,Pagado
5724,Tarjeta,627.77,138.35,72.82,2024-03-19,Anulado
5725,Transferencia,1163.91,279.5,97.72,2023-12-20,Pagado
5726,Tarjeta,1126.31,282.47,52.93,2024-10-17,Anulado
5727,Seguro,506.01,65.16,4.3,2024-06-21,Pagado
5728,Transferencia,507.93,64.2,26.46,2024-07-15,Pagado
5729,Efectivo,432.42,245.35,17.41,2023-11-24,Pendiente
5730,Efectivo,53.11,46.17,95.3,2023-10-10,Pendiente
5731,Transferencia,539.45,134.0,20.23,2024-08-05,Anulado
5732,Seguro,1217.17,236.97,8.94,2024-10-25,Pendiente
5733,Tarjeta,817.06,102.45,10.41,2023-11-29,Pagado
5734,Tarjeta,126.41,252.81,34.9,2025-05-03,Pagado
5735,Efectivo,738.32,287.35,98.18,2024-05-01,Pagado
5736,Tarjeta,1305.08,163.22,90.69,2024-01-03,Anulado
5737,Transferencia,852.42,292.01,81.37,2024-07-07,Anulado
5738,Efectivo,826.14,207.41,71.35,2024-07-16,Anulado
5739,Efectivo,205.61,231.53,50.21,2024-08-23,Pendiente
5740,Transferencia,1068.03,69.5,39.78,2023-10-30,Pendiente
5741,Seguro,1387.76,38.06,9.99,2024-03-27,Pendiente
5742,Efectivo,1068.43,154.96,0.08,2024-12-03,Anulado
5743,Efectivo,1448.6,255.31,87.21,2023-12-02,Pendiente
5744,Seguro,1462.56,273.86,12.87,2024-06-13,Pendiente
5745,Tarjeta,1401.56,145.2,82.81,2023-06-07,Pendiente
5746,Efectivo,155.4,135.6,0.66,2024-09-01,Pendiente
5747,Seguro,812.67,129.94,41.92,2024-02-01,Anulado
5748,Transferencia,196.23,141.8,23.52,2024-06-04,Anulado
5749,Transferencia,670.21,170.78,19.14,2024-03-11,Pendiente
5750,Transferencia,1466.66,102.84,31.75,2025-03-01,Pendiente
5751,Seguro,830.63,250.38,64.01,2024-10-22,Pendiente
5752,Seguro,1226.3,66.33,82.96,2025-01-26,Pendiente
5753,Efectivo,612.64,270.15,3.4,2023-07-01,Anulado
5754,Tarjeta,1462.54,195.24,65.66,2024-09-19,Anulado
5755,Efectivo,194.78,202.91,1.7,2024-09-25,Anulado
5756,Transferencia,1083.1,289.87,67.89,2023-11-04,Anulado
5757,Efectivo,559.16,298.68,9.76,2023-08-01,Anulado
5758,Seguro,1106.17,189.35,22.25,2025-05-10,Pagado
5759,Efectivo,993.23,146.3,49.13,2024-11-16,Pendiente
5760,Seguro,159.19,27.44,63.86,2023-06-01,Anulado
5761,Transferencia,1045.71,188.68,22.99,2024-10-06,Anulado
5762,Transferencia,182.86,37.71,75.68,2024-10-16,Anulado
5763,Efectivo,679.89,164.26,76.39,2025-02-10,Pagado
5764,Transferencia,1093.48,218.76,39.76,2025-01-02,Anulado
5765,Tarjeta,88.73,279.04,53.51,2024-01-23,Pendiente
5766,Efectivo,976.41,64.64,93.11,2023-10-10,Pendiente
5767,Tarjeta,640.75,96.52,52.74,2023-06-19,Anulado
5768,Seguro,692.24,188.7,75.72,2025-05-09,Pagado
5769,Transferencia,756.5,88.44,70.13,2024-10-06,Pagado
5770,Seguro,722.46,43.27,80.07,2023-06-18,Pendiente
5771,Transferencia,400.05,185.17,28.6,2025-01-01,Pendiente
5772,Tarjeta,923.92,60.31,39.08,2023-07-16,Pagado
5773,Transferencia,807.61,7.25,71.92,2023-09-17,Anulado
5774,Tarjeta,896.37,100.68,42.06,2025-04-06,Pagado
5775,Efectivo,856.91,104.53,52.62,2023-12-25,Pagado
5776,Seguro,252.79,143.03,20.57,2024-05-31,Pagado
5777,Tarjeta,539.55,28.85,67.04,2024-01-18,Anulado
5778,Seguro,620.36,120.73,26.6,2024-06-26,Pendiente
5779,Efectivo,953.17,292.42,74.23,2024-04-02,Pendiente
5780,Seguro,666.72,214.51,84.98,2023-11-09,Pagado
5781,Transferencia,631.36,183.26,51.6,2023-11-20,Pendiente
5782,Efectivo,647.72,53.39,47.67,2025-01-07,Pagado
5783,Seguro,201.25,111.47,65.71,2025-01-10,Anulado
5784,Transferencia,525.17,192.72,2.92,2024-09-09,Anulado
5785,Transferencia,60.3,6.9,80.56,2023-11-28,Pendiente
5786,Transferencia,1040.28,212.77,95.5,2024-01-30,Pendiente
5787,Seguro,658.29,160.4,51.77,2024-02-18,Pagado
5788,Tarjeta,841.15,74.92,17.88,2024-11-29,Pendiente
5789,Efectivo,768.33,231.91,19.65,2023-05-21,Anulado
5790,Transferencia,833.95,191.16,87.37,2024-12-15,Pagado
5791,Transferencia,575.35,86.08,95.35,2024-03-16,Anulado
5792,Efectivo,611.01,4.64,18.9,2024-12-11,Pendiente
5793,Tarjeta,498.36,146.16,70.02,2024-07-04,Pendiente
5794,Transferencia,640.71,242.22,9.87,2024-11-26,Anulado
5795,Efectivo,97.27,29.95,67.36,2025-04-13,Pendiente
5796,Tarjeta,873.85,198.14,88.68,2025-02-18,Anulado
5797,Tarjeta,1251.06,151.93,65.23,2025-02-15,Pendiente
5798,Transferencia,458.51,294.97,71.0,2024-12-06,Anulado
5799,Efectivo,245.27,142.45,13.55,2023-10-30,Pendiente
5800,Seguro,1061.1,274.36,38.52,2024-03-11,Anulado
5801,Transferencia,332.22,250.14,0.45,2023-09-22,Anulado
5802,Efectivo,1037.67,84.54,48.75,2024-10-19,Pendiente
5803,Efectivo,1372.61,0.6,19.23,2023-12-27,Anulado
5804,Tarjeta,291.53,190.56,86.22,2023-12-27,Pendiente
5805,Efectivo,927.28,229.15,32.58,2023-11-16,Anulado
5806,Transferencia,97.76,208.36,24.51,2025-01-05,Pendiente
5807,Transferencia,516.83,246.43,64.0,2024-12-02,Anulado
5808,Seguro,1450.95,157.4,92.88,2023-12-26,Pagado
5809,Seguro,514.36,53.53,41.41,2024-04-17,Pagado
5810,Efectivo,579.33,163.12,66.91,2024-09-29,Pagado
5811,Efectivo,60.04,74.23,0.05,2023-12-31,Pagado
5812,Seguro,830.22,163.85,39.73,2024-02-14,Anulado
5813,Seguro,962.96,235.79,65.56,2024-03-04,Anulado
5814,Tarjeta,124.12,226.73,19.06,2025-05-01,Pendiente
5815,Efectivo,139.05,257.61,6.25,2023-05-13,Pendiente
5816,Tarjeta,1412.33,61.52,70.76,2024-12-24,Pendiente
5817,Seguro,1419.9,117.48,11.28,2024-06-21,Pendiente
5818,Efectivo,555.18,293.36,6.78,2025-01-07,Anulado
5819,Efectivo,695.74,251.52,67.9,2023-09-19,Pagado
5820,Seguro,1114.09,185.9,16.67,2025-05-08,Anulado
5821,Transferencia,1280.88,279.65,66.22,2024-10-09,Pendiente
5822,Tarjeta,531.59,230.67,23.77,2024-03-30,Anulado
5823,Tarjeta,1070.06,117.13,55.94,2023-11-11,Anulado
5824,Seguro,985.05,80.8,32.38,2024-10-01,Anulado
5825,Efectivo,126.87,42.24,77.39,2025-04-11,Pagado
5826,Tarjeta,571.21,254.75,50.42,2024-10-29,Pendiente
5827,Tarjeta,1343.73,194.84,26.25,2023-05-23,Anulado
5828,Tarjeta,989.08,244.81,9.74,2023-12-02,Pendiente
5829,Efectivo,1010.79,8.02,32.12,2023-09-05,Anulado
5830,Seguro,580.23,5.57,63.62,2025-01-17,Anulado
5831,Seguro,175.12,215.87,60.15,2023-06-22,Pagado
5832,Transferencia,143.5,140.4,32.77,2025-05-11,Anulado
5833,Tarjeta,995.52,56.13,59.58,2025-04-08,Anulado
5834,Efectivo,448.52,255.24,92.21,2024-10-15,Pagado
5835,Efectivo,865.52,184.79,12.1,2025-04-03,Anulado
5836,Tarjeta,794.32,101.16,51.61,2023-09-17,Anulado
5837,Seguro,442.15,77.24,84.17,2023-06-25,Anulado
5838,Tarjeta,660.29,165.79,77.99,2025-05-01,Pendiente
5839,Transferencia,1115.78,252.09,98.01,2023-11-27,Pendiente
5840,Tarjeta,1481.57,248.47,55.74,2023-05-23,Anulado
5841,Efectivo,565.46,240.65,8.03,2025-02-11,Pendiente
5842,Transferencia,1302.89,289.33,65.76,2024-03-04,Pendiente
5843,Seguro,516.19,44.06,90.76,2024-10-05,Pagado
5844,Transferencia,548.57,245.78,69.75,2025-02-13,Pendiente
5845,Seguro,775.32,210.66,54.72,2023-10-31,Pendiente
5846,Efectivo,52.08,101.84,65.33,2024-11-30,Pagado
5847,Tarjeta,1181.58,114.05,15.23,2024-07-02,Anulado
5848,Tarjeta,475.43,193.66,68.36,2024-07-12,Pendiente
5849,Efectivo,56.77,291.93,34.5,2023-08-05,Anulado
5850,Efectivo,620.06,195.26,90.41,2023-12-16,Pendiente
5851,Transferencia,1182.6,15.19,93.88,2024-09-22,Pendiente
5852,Seguro,1351.43,251.29,53.27,2024-07-25,Pendiente
5853,Transferencia,714.21,72.84,89.79,2023-06-22,Pagado
5854,Tarjeta,533.29,39.61,53.66,2025-03-31,Pagado
5855,Efectivo,1295.05,202.3,3.7,2023-06-18,Anulado
5856,Seguro,412.28,192.28,30.74,2024-07-03,Anulado
5857,Efectivo,782.09,245.99,88.94,2023-06-23,Pagado
5858,Efectivo,1033.04,47.07,1.54,2023-07-27,Anulado
5859,Seguro,1319.67,137.01,21.48,2024-05-22,Pendiente
5860,Tarjeta,1399.6,254.69,37.81,2023-07-26,Pendiente
5861,Transferencia,1105.12,104.11,33.19,2024-09-05,Pendiente
5862,Transferencia,1414.06,263.04,36.01,2023-08-05,Anulado
5863,Seguro,1155.2,80.21,96.77,2024-07-31,Pendiente
5864,Tarjeta,1003.87,92.96,97.32,2023-08-18,Pendiente
5865,Efectivo,375.04,15.38,17.58,2024-12-02,Pendiente
5866,Transferencia,637.55,79.51,84.85,2024-02-21,Pagado
5867,Transferencia,694.85,152.91,13.62,2024-05-26,Pendiente
5868,Transferencia,467.35,1.82,81.83,2025-04-19,Anulado
5869,Transferencia,589.22,98.68,74.52,2025-04-14,Pagado
5870,Tarjeta,749.45,128.22,90.95,2025-02-05,Anulado
5871,Efectivo,1286.49,156.77,59.05,2024-08-06,Anulado
5872,Efectivo,336.84,193.48,85.55,2023-12-18,Pendiente
5873,Transferencia,522.25,83.82,17.82,2025-01-15,Anulado
5874,Efectivo,1014.5,73.85,93.1,2024-06-20,Pagado
5875,Transferencia,161.01,200.32,46.03,2024-05-06,Pendiente
5876,Efectivo,167.42,1.74,10.79,2024-08-26,Anulado
5877,Seguro,690.16,235.13,29.45,2023-05-15,Pagado
5878,Seguro,124.82,79.2,62.37,2023-11-06,Pagado
5879,Transferencia,925.24,131.55,99.48,2025-03-13,Pagado
5880,Seguro,881.49,81.39,25.29,2024-01-30,Anulado
5881,Tarjeta,1455.47,91.73,48.0,2024-01-15,Anulado
5882,Tarjeta,1087.23,125.37,39.1,2025-02-02,Anulado
5883,Efectivo,1065.89,157.93,48.05,2023-06-15,Pendiente
5884,Seguro,495.34,218.15,52.35,2024-04-12,Pagado
5885,Transferencia,324.13,236.82,41.43,2024-05-14,Pendiente
5886,Tarjeta,1102.17,271.56,44.7,2023-06-18,Anulado
5887,Efectivo,978.28,8.31,32.13,2024-10-26,Anulado
5888,Efectivo,244.54,125.98,37.05,2023-11-05,Anulado
5889,Seguro,483.83,41.98,62.82,2025-05-06,Anulado
5890,Transferencia,1393.33,186.35,53.78,2023-11-24,Pendiente
5891,Seguro,881.18,112.3,87.1,2025-01-11,Pagado
5892,Tarjeta,652.85,27.14,3.47,2023-12-02,Anulado
5893,Tarjeta,703.98,62.91,78.13,2025-03-26,Anulado
5894,Tarjeta,555.4,275.62,10.91,2024-10-09,Anulado
5895,Tarjeta,1159.14,296.72,32.78,2023-09-19,Anulado
5896,Tarjeta,342.64,243.27,69.3,2023-06-02,Pagado
5897,Tarjeta,469.01,95.78,49.99,2025-04-22,Pagado
5898,Seguro,1491.03,243.29,46.52,2023-12-21,Pagado
5899,Transferencia,198.89,234.99,59.69,2024-07-27,Anulado
5900,Seguro,341.68,148.74,5.47,2024-03-11,Pagado
5901,Efectivo,723.77,190.18,95.68,2024-06-04,Pagado
5902,Efectivo,114.48,114.1,78.12,2025-04-19,Pendiente
5903,Seguro,387.0,89.03,20.78,2024-01-06,Pendiente
5904,Seguro,52.99,194.87,96.64,2024-11-05,Anulado
5905,Seguro,1457.22,62.42,72.46,2025-04-23,Pendiente
5906,Transferencia,157.06,121.04,17.92,2024-12-14,Anulado
5907,Seguro,104.71,51.32,15.07,2024-03-19,Pendiente
5908,Efectivo,440.03,191.95,72.75,2024-07-10,Pendiente
5909,Efectivo,738.53,194.89,66.85,2024-09-20,Anulado
5910,Transferencia,113.16,219.07,79.43,2024-12-27,Pendiente
5911,Transferencia,295.73,15.39,88.36,2023-11-24,Pagado
5912,Tarjeta,534.01,196.54,15.38,2024-06-13,Pagado
5913,Transferencia,101.52,95.87,72.43,2024-06-19,Pendiente
5914,Tarjeta,115.91,121.68,7.69,2024-06-05,Pagado
5915,Tarjeta,938.57,1.28,36.56,2023-05-14,Anulado
5916,Tarjeta,736.24,253.69,16.51,2024-06-03,Pendiente
5917,Efectivo,784.54,10.73,37.4,2023-08-02,Anulado
5918,Tarjeta,367.45,109.79,35.77,2024-06-04,Pagado
5919,Transferencia,905.6,18.99,77.01,2023-09-05,Anulado
5920,Transferencia,1330.29,183.76,77.79,2023-08-16,Pendiente
5921,Seguro,890.78,12.7,87.42,2023-11-11,Anulado
5922,Transferencia,758.08,287.7,82.56,2025-02-17,Pagado
5923,Efectivo,718.23,292.08,96.95,2023-10-31,Pendiente
5924,Seguro,51.41,202.14,1.0,2024-08-22,Pendiente
5925,Seguro,1332.49,111.08,10.26,2023-11-14,Pendiente
5926,Efectivo,533.06,203.82,39.17,2023-12-28,Pendiente
5927,Efectivo,986.01,96.92,93.33,2024-08-27,Anulado
5928,Seguro,1304.75,224.62,71.26,2024-11-08,Pagado
5929,Tarjeta,295.4,54.5,25.21,2024-06-03,Pagado
5930,Efectivo,628.98,207.06,57.42,2024-03-18,Pagado
5931,Seguro,1286.24,140.8,84.58,2024-01-15,Anulado
5932,Tarjeta,603.61,72.65,59.17,2023-08-28,Anulado
5933,Efectivo,1275.44,294.61,14.7,2023-06-14,Pagado
5934,Tarjeta,844.0,32.64,81.57,2024-09-30,Pagado
5935,Tarjeta,852.97,203.8,91.62,2024-12-09,Pagado
5936,Transferencia,52.87,231.44,63.6,2024-10-25,Pendiente
5937,Transferencia,247.73,78.37,59.46,2024-11-26,Pagado
5938,Transferencia,397.79,44.6,69.13,2025-02-21,Anulado
5939,Efectivo,71.86,28.95,12.94,2024-06-19,Anulado
5940,Tarjeta,839.63,201.62,26.48,2024-03-23,Pagado
5941,Transferencia,138.99,175.82,48.83,2024-07-10,Pagado
5942,Tarjeta,536.69,227.68,60.42,2024-04-13,Pendiente
5943,Efectivo,972.52,145.41,41.08,2025-03-12,Anulado
5944,Transferencia,1346.69,208.9,27.48,2024-12-27,Anulado
5945,Seguro,1209.78,85.76,89.96,2023-09-30,Anulado
5946,Seguro,714.64,280.18,21.55,2025-05-01,Pagado
5947,Transferencia,55.04,56.77,64.19,2024-02-01,Pagado
5948,Efectivo,618.56,268.84,23.75,2023-11-24,Pagado
5949,Tarjeta,753.47,56.31,12.2,2025-03-10,Pendiente
5950,Seguro,731.33,217.21,42.14,2024-02-05,Pendiente
5951,Tarjeta,672.52,176.31,29.15,2024-11-24,Anulado
5952,Seguro,1076.16,259.49,19.55,2025-03-21,Anulado
5953,Tarjeta,1052.25,58.27,50.25,2024-04-26,Pagado
5954,Transferencia,676.66,178.2,16.58,2023-05-14,Pagado
5955,Tarjeta,335.35,216.22,8.27,2023-11-18,Anulado
5956,Transferencia,306.07,49.0,33.79,2025-05-10,Pagado
5957,Seguro,259.59,204.49,77.14,2024-11-26,Anulado
5958,Transferencia,1383.09,245.46,4.24,2023-07-31,Anulado
5959,Efectivo,1498.07,89.79,17.18,2024-01-19,Pendiente
5960,Tarjeta,319.01,296.2,25.16,2025-03-06,Pendiente
5961,Seguro,692.02,7.88,66.53,2024-07-14,Anulado
5962,Tarjeta,884.16,68.01,87.45,2023-05-23,Anulado
5963,Transferencia,100.18,124.49,15.63,2023-11-21,Anulado
5964,Tarjeta,335.09,286.34,27.83,2023-07-11,Pendiente
5965,Tarjeta,1295.65,165.85,81.25,2023-07-31,Pagado
5966,Tarjeta,1087.74,134.03,64.39,2025-01-03,Anulado
5967,Transferencia,1192.26,23.91,90.56,2023-07-05,Anulado
5968,Efectivo,543.5,228.73,57.93,2023-11-14,Anulado
5969,Transferencia,543.4,144.67,57.04,2025-03-26,Pagado
5970,Tarjeta,550.78,272.74,12.91,2023-12-07,Pagado
5971,Tarjeta,70.31,144.62,55.96,2025-01-25,Pagado
5972,Seguro,924.36,91.05,82.58,2023-05-12,Pendiente
5973,Seguro,463.44,215.73,75.32,2024-07-10,Pagado
5974,Efectivo,439.87,74.88,36.67,2023-05-26,Anulado
5975,Seguro,1310.69,12.4,63.8,2024-06-06,Pendiente
5976,Tarjeta,1013.63,41.82,84.44,2023-08-27,Anulado
5977,Efectivo,1132.11,99.88,13.02,2024-12-09,Anulado
5978,Transferencia,1214.13,190.54,70.68,2024-07-17,Anulado
5979,Efectivo,1204.17,223.8,6.21,2023-08-16,Pendiente
5980,Transferencia,1121.35,53.38,30.33,2025-04-06,Pagado
5981,Tarjeta,663.09,122.45,42.09,2024-03-02,Anulado
5982,Efectivo,1189.63,280.08,82.74,2023-05-13,Pagado
5983,Transferencia,874.22,90.67,3.54,2023-10-14,Pagado
5984,Seguro,1241.17,51.16,28.91,2025-03-01,Pendiente
5985,Tarjeta,1468.7,46.76,43.02,2024-11-18,Pendiente
5986,Tarjeta,253.34,122.39,6.72,2024-11-07,Pagado
5987,Transferencia,1309.29,208.65,90.57,2024-04-29,Pagado
5988,Seguro,153.23,44.81,84.19,2025-01-20,Pendiente
5989,Tarjeta,1202.58,12.9,6.5,2025-02-15,Anulado
5990,Seguro,823.57,195.16,3.02,2024-04-25,Anulado
5991,Transferencia,399.12,290.42,7.8,2024-10-13,Pagado
5992,Tarjeta,1487.53,49.03,85.99,2024-01-18,Pendiente
5993,Transferencia,900.37,84.52,54.9,2025-05-01,Pagado
5994,Seguro,685.56,187.82,38.13,2023-05-30,Pendiente
5995,Tarjeta,784.08,188.18,86.91,2023-10-17,Pagado
5996,Seguro,1474.86,221.12,46.02,2024-01-16,Pagado
5997,Efectivo,1111.02,219.95,10.91,2025-01-04,Pendiente
5998,Transferencia,809.38,2.78,39.17,2024-03-24,Anulado
5999,Transferencia,1416.54,31.44,73.89,2024-08-07,Pendiente
6000,Transferencia,1088.86,195.87,2.55,2024-10-23,Pendiente
6001,Efectivo,1248.61,197.37,77.93,2025-02-17,Pagado
6002,Seguro,295.85,57.7,7.14,2025-04-25,Pendiente
6003,Tarjeta,1498.83,84.97,60.09,2024-07-14,Pagado
6004,Seguro,469.29,266.45,8.56,2024-09-05,Pagado
6005,Efectivo,714.71,201.37,27.45,2023-07-29,Pagado
6006,Efectivo,92.37,104.4,78.58,2024-01-18,Pagado
6007,Efectivo,578.43,156.66,45.57,2024-02-14,Pendiente
6008,Efectivo,611.2,4.63,43.07,2023-09-16,Pendiente
6009,Efectivo,437.55,79.46,22.79,2023-06-30,Pagado
6010,Transferencia,634.55,170.04,12.04,2024-02-19,Anulado
6011,Tarjeta,1400.43,142.24,68.53,2024-03-06,Pagado
6012,Transferencia,1178.73,161.96,11.49,2023-11-18,Pendiente
6013,Efectivo,220.35,272.16,43.44,2024-04-14,Anulado
6014,Seguro,1276.8,76.82,75.14,2024-10-27,Anulado
6015,Tarjeta,431.7,10.73,10.5,2024-04-16,Pendiente
6016,Transferencia,65.11,76.43,69.75,2024-03-05,Pendiente
6017,Tarjeta,1423.22,104.33,12.15,2023-11-24,Anulado
6018,Efectivo,770.33,149.78,7.44,2025-01-28,Pagado
6019,Efectivo,686.13,96.57,3.18,2023-12-02,Anulado
6020,Transferencia,515.28,217.38,17.68,2024-10-04,Pagado
6021,Seguro,1092.86,10.34,60.97,2025-02-24,Anulado
6022,Tarjeta,510.52,283.58,81.26,2025-01-14,Pendiente
6023,Efectivo,193.74,4.48,93.07,2025-02-08,Anulado
6024,Tarjeta,1184.1,249.95,59.08,2024-11-11,Pagado
6025,Transferencia,1170.26,7.72,59.51,2023-07-10,Anulado
6026,Efectivo,288.87,215.65,62.43,2024-04-09,Anulado
6027,Efectivo,1491.21,176.17,66.18,2025-04-26,Anulado
6028,Tarjeta,798.7,134.24,89.86,2025-02-20,Anulado
6029,Efectivo,536.37,177.35,90.39,2023-07-26,Anulado
6030,Tarjeta,1210.76,79.41,19.17,2024-02-17,Anulado
6031,Transferencia,1240.2,44.59,42.64,2024-08-11,Anulado
6032,Tarjeta,744.85,159.76,70.98,2024-10-02,Anulado
6033,Seguro,1267.78,268.27,54.87,2023-07-18,Pagado
6034,Efectivo,534.7,285.66,17.11,2024-09-06,Anulado
6035,Tarjeta,1063.32,140.5,81.92,2025-01-12,Pagado
6036,Efectivo,1117.1,147.81,49.77,2024-11-18,Anulado
